NOGRID,LON,LAT,b20,b50,b100,b150,a20,a50,a100,a150,a200,a300
298836,139.5,-4.35,0,13.7255,74.5098,98.0392,100,86.2745,25.4902,1.9608,0,0
299172,139.55,-4.35,0,15.6863,72.549,98.0392,100,84.3137,27.451,1.9608,0,0
299508,139.6,-4.35,0,15.6863,80.3922,98.0392,100,84.3137,19.6078,1.9608,0,0
299844,139.65,-4.35,0,15.6863,74.5098,98.0392,100,84.3137,25.4902,1.9608,0,0
300180,139.7,-4.35,0,15.6863,72.549,100,100,84.3137,27.451,0,0,0
300516,139.75,-4.35,0,17.6471,70.5882,100,100,82.3529,29.4118,0,0,0
300852,139.8,-4.35,0,17.6471,74.5098,100,100,82.3529,25.4902,0,0,0
301188,139.85,-4.35,0,17.6471,72.549,100,100,82.3529,27.451,0,0,0
301524,139.9,-4.35,0,17.6471,76.4706,100,100,82.3529,23.5294,0,0,0
301860,139.95,-4.35,0,19.6078,74.5098,100,100,80.3922,25.4902,0,0,0
302196,140,-4.35,0,19.6078,76.4706,100,100,80.3922,23.5294,0,0,0
302532,140.05,-4.35,0,17.6471,70.5882,100,100,82.3529,29.4118,0,0,0
302868,140.1,-4.35,0,13.7255,64.7059,100,100,86.2745,35.2941,0,0,0
303204,140.15,-4.35,0,11.7647,64.7059,100,100,88.2353,35.2941,0,0,0
303540,140.2,-4.35,0,11.7647,64.7059,100,100,88.2353,35.2941,0,0,0
303876,140.25,-4.35,0,11.7647,64.7059,100,100,88.2353,35.2941,0,0,0
304212,140.3,-4.35,0,7.8431,62.7451,100,100,92.1569,37.2549,0,0,0
304548,140.35,-4.35,0,5.8824,52.9412,100,100,94.1176,47.0588,0,0,0
304884,140.4,-4.35,0,5.8824,56.8627,100,100,94.1176,43.1373,0,0,0
305220,140.45,-4.35,0,3.9216,56.8627,100,100,96.0784,43.1373,0,0,0
305556,140.5,-4.35,0,3.9216,56.8627,100,100,96.0784,43.1373,0,0,0
305892,140.55,-4.35,0,3.9216,58.8235,100,100,96.0784,41.1765,0,0,0
306228,140.6,-4.35,0,1.9608,56.8627,100,100,98.0392,43.1373,0,0,0
306564,140.65,-4.35,0,1.9608,56.8627,100,100,98.0392,43.1373,0,0,0
306900,140.7,-4.35,0,3.9216,66.6667,100,100,96.0784,33.3333,0,0,0
307236,140.75,-4.35,0,5.8824,62.7451,100,100,94.1176,37.2549,0,0,0
307572,140.8,-4.35,0,5.8824,62.7451,100,100,94.1176,37.2549,0,0,0
307908,140.85,-4.35,0,7.8431,56.8627,100,100,92.1569,43.1373,0,0,0
308244,140.9,-4.35,0,7.8431,58.8235,100,100,92.1569,41.1765,0,0,0
308580,140.95,-4.35,0,5.8824,60.7843,100,100,94.1176,39.2157,0,0,0
308916,141,-4.35,0,3.9216,66.6667,100,100,96.0784,33.3333,0,0,0
165445,119.65,-4.3,0,9.8039,58.8235,72.549,100,90.1961,41.1765,27.451,19.6078,7.8431
165781,119.7,-4.3,0,13.7255,66.6667,80.3922,100,86.2745,33.3333,19.6078,11.7647,3.9216
166117,119.75,-4.3,3.9216,29.4118,72.549,90.1961,96.0784,70.5882,27.451,9.8039,7.8431,1.9608
166453,119.8,-4.3,9.8039,62.7451,86.2745,94.1176,90.1961,37.2549,13.7255,5.8824,1.9608,1.9608
166789,119.85,-4.3,13.7255,76.4706,94.1176,98.0392,84.3137,23.5294,5.8824,1.9608,1.9608,0
167125,119.9,-4.3,43.1373,90.1961,98.0392,100,56.8627,9.8039,1.9608,0,0,0
167461,119.95,-4.3,74.5098,98.0392,100,100,25.4902,1.9608,0,0,0,0
167797,120,-4.3,82.3529,98.0392,100,100,17.6471,1.9608,0,0,0,0
168133,120.05,-4.3,86.2745,98.0392,100,100,13.7255,1.9608,0,0,0,0
168469,120.1,-4.3,90.1961,100,100,100,9.8039,0,0,0,0,0
168805,120.15,-4.3,92.1569,100,100,100,7.8431,0,0,0,0,0
169141,120.2,-4.3,92.1569,100,100,100,7.8431,0,0,0,0,0
169477,120.25,-4.3,92.1569,100,100,100,7.8431,0,0,0,0,0
169813,120.3,-4.3,90.1961,100,100,100,9.8039,0,0,0,0,0
170149,120.35,-4.3,86.2745,100,100,100,13.7255,0,0,0,0,0
178213,121.55,-4.3,5.8824,68.6275,96.0784,100,94.1176,31.3725,3.9216,0,0,0
178549,121.6,-4.3,5.8824,68.6275,98.0392,100,94.1176,31.3725,1.9608,0,0,0
178885,121.65,-4.3,3.9216,70.5882,98.0392,100,96.0784,29.4118,1.9608,0,0,0
179221,121.7,-4.3,5.8824,72.549,98.0392,100,94.1176,27.451,1.9608,0,0,0
179557,121.75,-4.3,5.8824,74.5098,98.0392,100,94.1176,25.4902,1.9608,0,0,0
179893,121.8,-4.3,5.8824,78.4314,98.0392,100,94.1176,21.5686,1.9608,0,0,0
180229,121.85,-4.3,5.8824,78.4314,98.0392,100,94.1176,21.5686,1.9608,0,0,0
180565,121.9,-4.3,7.8431,78.4314,98.0392,100,92.1569,21.5686,1.9608,0,0,0
180901,121.95,-4.3,7.8431,78.4314,96.0784,100,92.1569,21.5686,3.9216,0,0,0
181237,122,-4.3,7.8431,74.5098,94.1176,100,92.1569,25.4902,5.8824,0,0,0
181573,122.05,-4.3,5.8824,72.549,94.1176,100,94.1176,27.451,5.8824,0,0,0
181909,122.1,-4.3,5.8824,72.549,96.0784,100,94.1176,27.451,3.9216,0,0,0
182245,122.15,-4.3,3.9216,70.5882,96.0784,100,96.0784,29.4118,3.9216,0,0,0
182581,122.2,-4.3,3.9216,64.7059,96.0784,100,96.0784,35.2941,3.9216,0,0,0
182917,122.25,-4.3,3.9216,64.7059,96.0784,100,96.0784,35.2941,3.9216,0,0,0
183253,122.3,-4.3,3.9216,66.6667,96.0784,100,96.0784,33.3333,3.9216,0,0,0
183589,122.35,-4.3,5.8824,64.7059,100,100,94.1176,35.2941,0,0,0,0
183925,122.4,-4.3,3.9216,66.6667,100,100,96.0784,33.3333,0,0,0,0
184261,122.45,-4.3,3.9216,64.7059,100,100,96.0784,35.2941,0,0,0,0
184597,122.5,-4.3,3.9216,64.7059,100,100,96.0784,35.2941,0,0,0,0
184933,122.55,-4.3,3.9216,62.7451,100,100,96.0784,37.2549,0,0,0,0
185269,122.6,-4.3,3.9216,60.7843,100,100,96.0784,39.2157,0,0,0,0
185605,122.65,-4.3,3.9216,56.8627,100,100,96.0784,43.1373,0,0,0,0
185941,122.7,-4.3,3.9216,52.9412,100,100,96.0784,47.0588,0,0,0,0
186277,122.75,-4.3,3.9216,52.9412,98.0392,100,96.0784,47.0588,1.9608,0,0,0
186613,122.8,-4.3,3.9216,50.9804,96.0784,100,96.0784,49.0196,3.9216,0,0,0
186949,122.85,-4.3,3.9216,50.9804,96.0784,100,96.0784,49.0196,3.9216,0,0,0
268261,134.95,-4.3,5.8824,35.2941,84.3137,92.1569,94.1176,64.7059,15.6863,7.8431,0,0
268597,135,-4.3,5.8824,37.2549,88.2353,98.0392,94.1176,62.7451,11.7647,1.9608,0,0
268933,135.05,-4.3,7.8431,41.1765,88.2353,98.0392,92.1569,58.8235,11.7647,1.9608,0,0
269269,135.1,-4.3,7.8431,45.098,88.2353,98.0392,92.1569,54.902,11.7647,1.9608,0,0
269605,135.15,-4.3,7.8431,45.098,90.1961,98.0392,92.1569,54.902,9.8039,1.9608,0,0
269941,135.2,-4.3,7.8431,45.098,90.1961,98.0392,92.1569,54.902,9.8039,1.9608,0,0
270277,135.25,-4.3,7.8431,43.1373,92.1569,98.0392,92.1569,56.8627,7.8431,1.9608,0,0
270613,135.3,-4.3,7.8431,47.0588,92.1569,98.0392,92.1569,52.9412,7.8431,1.9608,0,0
270949,135.35,-4.3,7.8431,47.0588,92.1569,98.0392,92.1569,52.9412,7.8431,1.9608,0,0
271285,135.4,-4.3,7.8431,49.0196,92.1569,98.0392,92.1569,50.9804,7.8431,1.9608,0,0
271621,135.45,-4.3,7.8431,52.9412,94.1176,98.0392,92.1569,47.0588,5.8824,1.9608,0,0
271957,135.5,-4.3,9.8039,56.8627,94.1176,100,90.1961,43.1373,5.8824,0,0,0
272293,135.55,-4.3,7.8431,52.9412,96.0784,100,92.1569,47.0588,3.9216,0,0,0
272629,135.6,-4.3,5.8824,45.098,96.0784,100,94.1176,54.902,3.9216,0,0,0
272965,135.65,-4.3,3.9216,45.098,96.0784,100,96.0784,54.902,3.9216,0,0,0
273301,135.7,-4.3,3.9216,45.098,96.0784,100,96.0784,54.902,3.9216,0,0,0
273637,135.75,-4.3,3.9216,43.1373,92.1569,100,96.0784,56.8627,7.8431,0,0,0
273973,135.8,-4.3,3.9216,41.1765,90.1961,100,96.0784,58.8235,9.8039,0,0,0
274309,135.85,-4.3,3.9216,37.2549,90.1961,100,96.0784,62.7451,9.8039,0,0,0
274645,135.9,-4.3,3.9216,37.2549,90.1961,100,96.0784,62.7451,9.8039,0,0,0
274981,135.95,-4.3,3.9216,35.2941,90.1961,100,96.0784,64.7059,9.8039,0,0,0
275317,136,-4.3,3.9216,33.3333,90.1961,100,96.0784,66.6667,9.8039,0,0,0
275653,136.05,-4.3,3.9216,29.4118,90.1961,100,96.0784,70.5882,9.8039,0,0,0
275989,136.1,-4.3,3.9216,33.3333,92.1569,100,96.0784,66.6667,7.8431,0,0,0
276325,136.15,-4.3,3.9216,33.3333,92.1569,100,96.0784,66.6667,7.8431,0,0,0
276661,136.2,-4.3,1.9608,31.3725,94.1176,100,98.0392,68.6275,5.8824,0,0,0
276997,136.25,-4.3,3.9216,31.3725,94.1176,100,96.0784,68.6275,5.8824,0,0,0
277333,136.3,-4.3,3.9216,35.2941,94.1176,98.0392,96.0784,64.7059,5.8824,1.9608,0,0
277669,136.35,-4.3,3.9216,29.4118,94.1176,98.0392,96.0784,70.5882,5.8824,1.9608,0,0
278005,136.4,-4.3,3.9216,27.451,92.1569,98.0392,96.0784,72.549,7.8431,1.9608,0,0
278341,136.45,-4.3,3.9216,29.4118,92.1569,98.0392,96.0784,70.5882,7.8431,1.9608,0,0
278677,136.5,-4.3,3.9216,29.4118,90.1961,98.0392,96.0784,70.5882,9.8039,1.9608,0,0
279013,136.55,-4.3,3.9216,29.4118,90.1961,98.0392,96.0784,68.6275,9.8039,1.9608,0,0
279349,136.6,-4.3,3.9216,29.4118,90.1961,98.0392,96.0784,70.5882,9.8039,1.9608,0,0
279685,136.65,-4.3,3.9216,31.3725,90.1961,98.0392,96.0784,68.6275,9.8039,1.9608,0,0
280021,136.7,-4.3,3.9216,31.3725,90.1961,98.0392,96.0784,68.6275,9.8039,1.9608,0,0
280357,136.75,-4.3,3.9216,35.2941,90.1961,98.0392,96.0784,64.7059,9.8039,1.9608,0,0
280693,136.8,-4.3,3.9216,33.3333,90.1961,98.0392,96.0784,66.6667,9.8039,1.9608,0,0
281029,136.85,-4.3,3.9216,31.3725,88.2353,98.0392,96.0784,68.6275,11.7647,1.9608,0,0
281365,136.9,-4.3,3.9216,25.4902,82.3529,98.0392,96.0784,74.5098,17.6471,1.9608,0,0
281701,136.95,-4.3,1.9608,29.4118,82.3529,98.0392,98.0392,70.5882,17.6471,1.9608,0,0
282037,137,-4.3,1.9608,33.3333,82.3529,98.0392,98.0392,66.6667,17.6471,1.9608,0,0
282373,137.05,-4.3,5.8824,39.2157,84.3137,98.0392,94.1176,60.7843,15.6863,1.9608,0,0
282709,137.1,-4.3,5.8824,47.0588,94.1176,100,94.1176,52.9412,5.8824,0,0,0
283045,137.15,-4.3,5.8824,45.098,96.0784,100,94.1176,54.902,3.9216,0,0,0
283381,137.2,-4.3,5.8824,43.1373,90.1961,100,94.1176,56.8627,9.8039,0,0,0
283717,137.25,-4.3,5.8824,47.0588,92.1569,100,94.1176,52.9412,7.8431,0,0,0
284053,137.3,-4.3,7.8431,50.9804,96.0784,100,92.1569,49.0196,3.9216,0,0,0
284389,137.35,-4.3,5.8824,41.1765,88.2353,100,94.1176,58.8235,11.7647,0,0,0
284725,137.4,-4.3,5.8824,41.1765,88.2353,100,94.1176,58.8235,11.7647,0,0,0
285061,137.45,-4.3,5.8824,47.0588,96.0784,100,94.1176,52.9412,3.9216,0,0,0
285397,137.5,-4.3,5.8824,47.0588,96.0784,100,94.1176,52.9412,3.9216,0,0,0
285733,137.55,-4.3,5.8824,47.0588,96.0784,100,94.1176,52.9412,3.9216,0,0,0
286069,137.6,-4.3,5.8824,45.098,96.0784,100,94.1176,54.902,3.9216,0,0,0
286405,137.65,-4.3,3.9216,29.4118,84.3137,100,96.0784,70.5882,15.6863,0,0,0
286741,137.7,-4.3,5.8824,33.3333,90.1961,100,94.1176,66.6667,9.8039,0,0,0
287077,137.75,-4.3,3.9216,29.4118,86.2745,100,96.0784,70.5882,13.7255,0,0,0
287413,137.8,-4.3,1.9608,19.6078,80.3922,98.0392,98.0392,80.3922,19.6078,1.9608,0,0
287749,137.85,-4.3,1.9608,19.6078,80.3922,98.0392,98.0392,80.3922,19.6078,1.9608,0,0
288085,137.9,-4.3,1.9608,19.6078,84.3137,98.0392,98.0392,80.3922,15.6863,1.9608,0,0
288421,137.95,-4.3,1.9608,15.6863,82.3529,98.0392,98.0392,84.3137,17.6471,1.9608,0,0
288757,138,-4.3,1.9608,13.7255,80.3922,96.0784,98.0392,86.2745,19.6078,3.9216,0,0
289093,138.05,-4.3,1.9608,15.6863,80.3922,98.0392,98.0392,84.3137,19.6078,1.9608,0,0
289429,138.1,-4.3,1.9608,13.7255,78.4314,96.0784,98.0392,86.2745,21.5686,3.9216,0,0
289765,138.15,-4.3,1.9608,13.7255,78.4314,96.0784,98.0392,86.2745,21.5686,3.9216,0,0
290101,138.2,-4.3,0,13.7255,78.4314,96.0784,100,86.2745,21.5686,3.9216,0,0
290437,138.25,-4.3,0,9.8039,78.4314,94.1176,100,90.1961,21.5686,5.8824,0,0
290773,138.3,-4.3,0,9.8039,78.4314,94.1176,100,90.1961,21.5686,5.8824,0,0
291109,138.35,-4.3,1.9608,9.8039,78.4314,94.1176,98.0392,90.1961,21.5686,5.8824,0,0
291445,138.4,-4.3,1.9608,9.8039,78.4314,94.1176,98.0392,90.1961,21.5686,5.8824,0,0
291781,138.45,-4.3,1.9608,11.7647,82.3529,94.1176,98.0392,88.2353,17.6471,5.8824,0,0
292117,138.5,-4.3,1.9608,13.7255,80.3922,94.1176,98.0392,86.2745,19.6078,5.8824,0,0
292453,138.55,-4.3,1.9608,15.6863,80.3922,96.0784,98.0392,84.3137,19.6078,3.9216,0,0
292789,138.6,-4.3,1.9608,13.7255,78.4314,96.0784,98.0392,86.2745,21.5686,3.9216,0,0
293125,138.65,-4.3,1.9608,11.7647,78.4314,96.0784,98.0392,88.2353,21.5686,3.9216,0,0
293461,138.7,-4.3,1.9608,11.7647,76.4706,96.0784,98.0392,88.2353,23.5294,3.9216,0,0
293797,138.75,-4.3,1.9608,11.7647,70.5882,96.0784,98.0392,88.2353,29.4118,3.9216,0,0
294133,138.8,-4.3,1.9608,11.7647,72.549,96.0784,98.0392,88.2353,27.451,3.9216,0,0
294469,138.85,-4.3,1.9608,11.7647,72.549,96.0784,98.0392,88.2353,27.451,3.9216,0,0
294805,138.9,-4.3,1.9608,9.8039,66.6667,96.0784,98.0392,90.1961,33.3333,3.9216,0,0
295141,138.95,-4.3,1.9608,9.8039,58.8235,96.0784,98.0392,90.1961,41.1765,3.9216,0,0
295477,139,-4.3,1.9608,7.8431,54.902,96.0784,98.0392,92.1569,45.098,3.9216,0,0
295813,139.05,-4.3,1.9608,7.8431,54.902,96.0784,98.0392,92.1569,45.098,3.9216,0,0
296149,139.1,-4.3,1.9608,7.8431,54.902,96.0784,98.0392,92.1569,45.098,3.9216,1.9608,0
296485,139.15,-4.3,1.9608,9.8039,56.8627,96.0784,98.0392,90.1961,43.1373,3.9216,0,0
296821,139.2,-4.3,1.9608,9.8039,56.8627,96.0784,98.0392,90.1961,43.1373,3.9216,0,0
297157,139.25,-4.3,1.9608,9.8039,54.902,96.0784,98.0392,90.1961,45.098,3.9216,0,0
297493,139.3,-4.3,1.9608,11.7647,54.902,96.0784,98.0392,88.2353,45.098,3.9216,0,0
297829,139.35,-4.3,0,11.7647,54.902,98.0392,100,88.2353,45.098,1.9608,0,0
298165,139.4,-4.3,0,9.8039,54.902,98.0392,100,90.1961,45.098,1.9608,0,0
298501,139.45,-4.3,0,9.8039,58.8235,98.0392,100,90.1961,41.1765,1.9608,0,0
298837,139.5,-4.3,0,9.8039,64.7059,98.0392,100,90.1961,35.2941,1.9608,0,0
299173,139.55,-4.3,0,9.8039,58.8235,98.0392,100,90.1961,41.1765,1.9608,0,0
299509,139.6,-4.3,0,9.8039,56.8627,98.0392,100,90.1961,43.1373,1.9608,0,0
299845,139.65,-4.3,0,9.8039,56.8627,98.0392,100,90.1961,43.1373,1.9608,0,0
300181,139.7,-4.3,0,11.7647,58.8235,98.0392,100,88.2353,41.1765,1.9608,0,0
300517,139.75,-4.3,0,13.7255,60.7843,100,100,86.2745,39.2157,0,0,0
300853,139.8,-4.3,0,13.7255,58.8235,100,100,86.2745,41.1765,0,0,0
301189,139.85,-4.3,0,13.7255,64.7059,100,100,86.2745,35.2941,0,0,0
301525,139.9,-4.3,0,13.7255,70.5882,100,100,86.2745,29.4118,0,0,0
301861,139.95,-4.3,0,13.7255,70.5882,100,100,86.2745,29.4118,0,0,0
302197,140,-4.3,0,13.7255,78.4314,100,100,86.2745,21.5686,0,0,0
302533,140.05,-4.3,0,9.8039,68.6275,100,100,90.1961,31.3725,0,0,0
302869,140.1,-4.3,0,5.8824,62.7451,100,100,94.1176,37.2549,0,0,0
303205,140.15,-4.3,0,7.8431,62.7451,100,100,92.1569,37.2549,0,0,0
303541,140.2,-4.3,0,7.8431,64.7059,100,100,92.1569,35.2941,0,0,0
303877,140.25,-4.3,0,5.8824,60.7843,100,100,94.1176,39.2157,0,0,0
304213,140.3,-4.3,0,5.8824,54.902,100,100,94.1176,45.098,0,0,0
304549,140.35,-4.3,0,5.8824,54.902,100,100,94.1176,45.098,0,0,0
304885,140.4,-4.3,0,3.9216,54.902,100,100,96.0784,45.098,0,0,0
305221,140.45,-4.3,0,3.9216,56.8627,100,100,96.0784,43.1373,0,0,0
305557,140.5,-4.3,0,1.9608,60.7843,100,100,98.0392,39.2157,0,0,0
305893,140.55,-4.3,0,1.9608,60.7843,100,100,98.0392,39.2157,0,0,0
306229,140.6,-4.3,0,1.9608,62.7451,100,100,98.0392,37.2549,0,0,0
306565,140.65,-4.3,0,1.9608,66.6667,100,100,98.0392,33.3333,0,0,0
306901,140.7,-4.3,0,5.8824,66.6667,100,100,94.1176,33.3333,0,0,0
307237,140.75,-4.3,0,7.8431,64.7059,100,100,92.1569,35.2941,0,0,0
307573,140.8,-4.3,0,9.8039,60.7843,100,100,90.1961,39.2157,0,0,0
307909,140.85,-4.3,0,7.8431,62.7451,100,100,92.1569,37.2549,0,0,0
308245,140.9,-4.3,0,7.8431,62.7451,100,100,92.1569,37.2549,0,0,0
308581,140.95,-4.3,0,7.8431,66.6667,100,100,92.1569,33.3333,0,0,0
308917,141,-4.3,0,7.8431,68.6275,100,100,92.1569,31.3725,0,0,0
165110,119.6,-4.25,0,5.8824,45.098,68.6275,100,94.1176,54.902,31.3725,19.6078,9.8039
165446,119.65,-4.25,0,7.8431,60.7843,74.5098,100,92.1569,39.2157,25.4902,19.6078,7.8431
165782,119.7,-4.25,3.9216,17.6471,68.6275,82.3529,96.0784,82.3529,31.3725,17.6471,9.8039,3.9216
166118,119.75,-4.25,3.9216,37.2549,82.3529,90.1961,96.0784,62.7451,17.6471,9.8039,5.8824,1.9608
166454,119.8,-4.25,11.7647,66.6667,90.1961,96.0784,88.2353,33.3333,9.8039,3.9216,1.9608,1.9608
166790,119.85,-4.25,21.5686,82.3529,96.0784,98.0392,78.4314,17.6471,3.9216,1.9608,0,0
167126,119.9,-4.25,56.8627,92.1569,98.0392,100,43.1373,7.8431,1.9608,0,0,0
167462,119.95,-4.25,80.3922,98.0392,100,100,19.6078,1.9608,0,0,0,0
167798,120,-4.25,84.3137,98.0392,100,100,15.6863,1.9608,0,0,0,0
168134,120.05,-4.25,90.1961,100,100,100,9.8039,0,0,0,0,0
168470,120.1,-4.25,92.1569,100,100,100,7.8431,0,0,0,0,0
168806,120.15,-4.25,96.0784,100,100,100,3.9216,0,0,0,0,0
169142,120.2,-4.25,98.0392,100,100,100,1.9608,0,0,0,0,0
169478,120.25,-4.25,94.1176,100,100,100,5.8824,0,0,0,0,0
169814,120.3,-4.25,92.1569,100,100,100,7.8431,0,0,0,0,0
170150,120.35,-4.25,88.2353,100,100,100,11.7647,0,0,0,0,0
178214,121.55,-4.25,5.8824,66.6667,96.0784,100,94.1176,33.3333,3.9216,0,0,0
178550,121.6,-4.25,3.9216,66.6667,98.0392,100,96.0784,33.3333,1.9608,0,0,0
178886,121.65,-4.25,3.9216,68.6275,98.0392,100,96.0784,31.3725,1.9608,0,0,0
179222,121.7,-4.25,3.9216,72.549,98.0392,100,96.0784,27.451,1.9608,0,0,0
179558,121.75,-4.25,5.8824,74.5098,98.0392,100,94.1176,25.4902,1.9608,0,0,0
179894,121.8,-4.25,3.9216,74.5098,98.0392,100,96.0784,25.4902,1.9608,0,0,0
180230,121.85,-4.25,3.9216,76.4706,98.0392,100,96.0784,23.5294,1.9608,0,0,0
180566,121.9,-4.25,3.9216,76.4706,98.0392,100,96.0784,23.5294,1.9608,0,0,0
180902,121.95,-4.25,5.8824,76.4706,96.0784,100,94.1176,23.5294,3.9216,0,0,0
181238,122,-4.25,7.8431,72.549,96.0784,100,92.1569,27.451,3.9216,0,0,0
181574,122.05,-4.25,5.8824,72.549,96.0784,100,94.1176,27.451,3.9216,0,0,0
181910,122.1,-4.25,3.9216,70.5882,96.0784,100,96.0784,29.4118,3.9216,0,0,0
182246,122.15,-4.25,3.9216,66.6667,96.0784,100,96.0784,33.3333,3.9216,0,0,0
182582,122.2,-4.25,3.9216,60.7843,96.0784,100,96.0784,39.2157,3.9216,0,0,0
182918,122.25,-4.25,3.9216,62.7451,96.0784,100,96.0784,37.2549,3.9216,0,0,0
183254,122.3,-4.25,5.8824,64.7059,98.0392,100,94.1176,35.2941,1.9608,0,0,0
183590,122.35,-4.25,3.9216,66.6667,100,100,96.0784,33.3333,0,0,0,0
183926,122.4,-4.25,3.9216,68.6275,100,100,96.0784,31.3725,0,0,0,0
184262,122.45,-4.25,3.9216,64.7059,100,100,96.0784,35.2941,0,0,0,0
184598,122.5,-4.25,3.9216,60.7843,100,100,96.0784,39.2157,0,0,0,0
184934,122.55,-4.25,3.9216,56.8627,100,100,96.0784,43.1373,0,0,0,0
185270,122.6,-4.25,3.9216,54.902,100,100,96.0784,45.098,0,0,0,0
185606,122.65,-4.25,3.9216,52.9412,98.0392,100,96.0784,47.0588,1.9608,0,0,0
185942,122.7,-4.25,3.9216,49.0196,98.0392,100,96.0784,50.9804,1.9608,0,0,0
186278,122.75,-4.25,3.9216,47.0588,96.0784,100,96.0784,52.9412,3.9216,0,0,0
186614,122.8,-4.25,3.9216,47.0588,96.0784,100,96.0784,52.9412,3.9216,0,0,0
186950,122.85,-4.25,3.9216,45.098,96.0784,100,96.0784,54.902,3.9216,0,0,0
187286,122.9,-4.25,3.9216,45.098,94.1176,100,96.0784,54.902,5.8824,0,0,0
188630,123.1,-4.25,3.9216,43.1373,94.1176,100,96.0784,54.902,5.8824,0,0,0
258518,133.5,-4.25,7.8431,50.9804,94.1176,100,92.1569,49.0196,5.8824,0,0,0
267590,134.85,-4.25,3.9216,33.3333,80.3922,96.0784,96.0784,66.6667,19.6078,3.9216,0,0
267926,134.9,-4.25,5.8824,35.2941,88.2353,98.0392,94.1176,64.7059,11.7647,1.9608,0,0
268262,134.95,-4.25,5.8824,35.2941,88.2353,98.0392,94.1176,64.7059,11.7647,1.9608,0,0
268598,135,-4.25,7.8431,37.2549,88.2353,98.0392,92.1569,62.7451,11.7647,1.9608,0,0
268934,135.05,-4.25,7.8431,37.2549,88.2353,98.0392,92.1569,62.7451,11.7647,1.9608,0,0
269270,135.1,-4.25,7.8431,41.1765,90.1961,98.0392,92.1569,58.8235,9.8039,1.9608,0,0
269606,135.15,-4.25,7.8431,41.1765,90.1961,98.0392,92.1569,58.8235,9.8039,1.9608,0,0
269942,135.2,-4.25,7.8431,41.1765,90.1961,98.0392,92.1569,58.8235,9.8039,1.9608,0,0
270278,135.25,-4.25,7.8431,41.1765,92.1569,98.0392,92.1569,58.8235,7.8431,1.9608,0,0
270614,135.3,-4.25,7.8431,45.098,92.1569,98.0392,92.1569,54.902,7.8431,1.9608,0,0
270950,135.35,-4.25,7.8431,50.9804,92.1569,98.0392,92.1569,49.0196,7.8431,1.9608,0,0
271286,135.4,-4.25,7.8431,50.9804,94.1176,98.0392,92.1569,49.0196,5.8824,1.9608,0,0
271622,135.45,-4.25,7.8431,56.8627,94.1176,98.0392,92.1569,43.1373,5.8824,1.9608,0,0
271958,135.5,-4.25,9.8039,56.8627,94.1176,100,90.1961,43.1373,5.8824,0,0,0
272294,135.55,-4.25,9.8039,52.9412,96.0784,100,90.1961,47.0588,3.9216,0,0,0
272630,135.6,-4.25,5.8824,50.9804,96.0784,100,94.1176,49.0196,3.9216,0,0,0
272966,135.65,-4.25,3.9216,45.098,96.0784,100,96.0784,54.902,3.9216,0,0,0
273302,135.7,-4.25,3.9216,43.1373,94.1176,100,96.0784,56.8627,5.8824,0,0,0
273638,135.75,-4.25,3.9216,43.1373,90.1961,100,96.0784,56.8627,9.8039,0,0,0
273974,135.8,-4.25,3.9216,37.2549,90.1961,100,96.0784,62.7451,9.8039,0,0,0
274310,135.85,-4.25,3.9216,35.2941,90.1961,100,96.0784,64.7059,9.8039,0,0,0
274646,135.9,-4.25,3.9216,31.3725,90.1961,100,96.0784,68.6275,9.8039,0,0,0
274982,135.95,-4.25,3.9216,31.3725,90.1961,100,96.0784,68.6275,9.8039,0,0,0
275318,136,-4.25,3.9216,27.451,90.1961,100,96.0784,72.549,9.8039,0,0,0
275654,136.05,-4.25,3.9216,27.451,90.1961,100,96.0784,72.549,9.8039,0,0,0
275990,136.1,-4.25,3.9216,27.451,90.1961,100,96.0784,72.549,9.8039,0,0,0
276326,136.15,-4.25,3.9216,31.3725,92.1569,100,96.0784,68.6275,7.8431,0,0,0
276662,136.2,-4.25,1.9608,27.451,92.1569,98.0392,98.0392,72.549,7.8431,1.9608,0,0
276998,136.25,-4.25,1.9608,25.4902,92.1569,98.0392,98.0392,74.5098,7.8431,1.9608,0,0
277334,136.3,-4.25,1.9608,27.451,94.1176,98.0392,98.0392,72.549,5.8824,1.9608,0,0
277670,136.35,-4.25,1.9608,23.5294,90.1961,98.0392,98.0392,76.4706,9.8039,1.9608,0,0
278006,136.4,-4.25,1.9608,23.5294,86.2745,98.0392,98.0392,76.4706,13.7255,1.9608,0,0
278342,136.45,-4.25,1.9608,23.5294,88.2353,98.0392,98.0392,76.4706,11.7647,1.9608,0,0
278678,136.5,-4.25,1.9608,25.4902,90.1961,98.0392,98.0392,74.5098,9.8039,1.9608,0,0
279014,136.55,-4.25,1.9608,25.4902,90.1961,98.0392,98.0392,74.5098,9.8039,1.9608,0,0
279350,136.6,-4.25,1.9608,25.4902,90.1961,98.0392,98.0392,74.5098,9.8039,1.9608,0,0
279686,136.65,-4.25,1.9608,25.4902,88.2353,98.0392,98.0392,74.5098,11.7647,1.9608,0,0
280022,136.7,-4.25,1.9608,23.5294,86.2745,98.0392,98.0392,76.4706,13.7255,1.9608,0,0
280358,136.75,-4.25,1.9608,21.5686,84.3137,98.0392,98.0392,78.4314,15.6863,1.9608,0,0
280694,136.8,-4.25,1.9608,23.5294,82.3529,98.0392,98.0392,76.4706,17.6471,1.9608,0,0
